Kind,Model,Input,Output,Cache Write,Cache Read,Cost
"ultra","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","4","288","1,808","137,447","Included"
"ultra","claude-4-sonnet","4","202","4,817","132,630","Included"
"ultra","claude-4-sonnet","4","206","14,145","118,485","Included"
"ultra","claude-4-sonnet","5","4,937","4,846","113,639","Included"
"ultra","claude-4-sonnet","5","192","338","113,301","Included"
"ultra","claude-4-sonnet","5","156","639","112,662","Included"
"ultra","claude-4-sonnet","7","208","15,233","97,429","Included"
"ultra","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","6","284","5,031","92,398","Included"
"ultra","claude-4-sonnet","7","3,938","20,983","71,415","Included"
"ultra","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","7","344","15,938","55,477","Included"
"ultra","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","7","423","26,557","28,920","Included"
"ultra","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","600","259","14,988","13,932","Included"
"ultra","claude-4-sonnet","3","212","6,891","21,651","Included"
"ultra","claude-4-sonnet","4","132","262","21,389","Included"
"ultra","claude-4-sonnet","5","110","216","21,173","Included"
"ultra","claude-4-sonnet","6","108","1,831","19,342","Included"
"ultra","claude-4-sonnet","1,604","132","19,342","0","Included"
"ultra","claude-4-sonnet","2","332","283","62,690","Included"
"ultra","claude-4-sonnet","3","83","268","62,422","Included"
"ultra","claude-4-sonnet","4","97","406","62,016","Included"
"ultra","claude-4-sonnet","124","97","62,016","0","Included"
"Aborted, Not Charged","claude-4-sonnet","0","0","0","0","Included"
"Errored, Not Charged","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","0","224","2,067","59,074","Included"
"ultra","claude-4-sonnet","0","296","836","58,238","Included"
"ultra","claude-4-sonnet","1","294","784","57,454","Included"
"ultra","claude-4-sonnet","2","195","786","56,668","Included"
"ultra","claude-4-sonnet","3","212","727","55,941","Included"
"ultra","claude-4-sonnet","4","216","887","55,054","Included"
"ultra","claude-4-sonnet","5","280","2,460","52,594","Included"
"ultra","claude-4-sonnet","6","419","557","52,037","Included"
"ultra","claude-4-sonnet","7","139","1,133","50,904","Included"
"ultra","claude-4-sonnet","7","137","2,988","47,916","Included"
"ultra","claude-4-sonnet","7","94","4,502","43,414","Included"
"ultra","claude-4-sonnet","7","75","468","42,946","Included"
"ultra","claude-4-sonnet","7","164","2,668","40,278","Included"
"ultra","claude-4-sonnet","7","140","224","40,054","Included"
"ultra","claude-4-sonnet","7","98","7,621","32,433","Included"
"ultra","claude-4-sonnet","187","105","746","31,687","Included"
"ultra","claude-4-sonnet","136","614","10,482","21,205","Included"
"ultra","claude-4-sonnet","9,825","661","6,058","15,147","Included"
"ultra","claude-4-sonnet","0","2,032","592","142,817","Included"
"ultra","claude-4-sonnet","0","124","652","142,165","Included"
"ultra","claude-4-sonnet","0","122","567","141,598","Included"
"ultra","claude-4-sonnet","0","147","9,744","131,854","Included"
"ultra","claude-4-sonnet","0","152","536","131,318","Included"
"ultra","claude-4-sonnet","0","131","337","130,981","Included"
"ultra","claude-4-sonnet","0","125","537","130,444","Included"
"ultra","claude-4-sonnet","0","133","263","130,181","Included"
"ultra","claude-4-sonnet","41","116","447","129,734","Included"
"Errored, Not Charged","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","257","127","650","129,084","Included"
"ultra","claude-4-sonnet","0","647","269","128,815","Included"
"ultra","claude-4-sonnet","0","124","523","128,292","Included"
"ultra","claude-4-sonnet","0","107","678","127,614","Included"
"ultra","claude-4-sonnet","0","106","432","127,182","Included"
"ultra","claude-4-sonnet","0","125","608","126,574","Included"
"ultra","claude-4-sonnet","0","377","237","126,337","Included"
"ultra","claude-4-sonnet","0","125","467","125,870","Included"
"ultra","claude-4-sonnet","0","116","550","125,320","Included"
"ultra","claude-4-sonnet","0","287","3,014","122,306","Included"
"ultra","claude-4-sonnet","0","1,481","6,180","116,126","Included"
"ultra","claude-4-sonnet","0","212","266","115,860","Included"
"ultra","claude-4-sonnet","0","154","245","115,615","Included"
"ultra","claude-4-sonnet","0","133","270","115,345","Included"
"ultra","claude-4-sonnet","0","158","4,695","110,650","Included"
"ultra","claude-4-sonnet","0","167","518","110,132","Included"
"ultra","claude-4-sonnet","0","180","740","109,392","Included"
"ultra","claude-4-sonnet","0","144","619","108,773","Included"
"ultra","claude-4-sonnet","332","130","108,773","0","Included"
"ultra","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","4","147","2,285","20,969","Included"
"ultra","claude-4-sonnet","5","129","347","20,622","Included"
"ultra","claude-4-sonnet","6","103","6,690","13,932","Included"
"ultra","claude-4-sonnet","1,023","840","169,576","13,932","Included"
"ultra","claude-4-sonnet","0","424","359","107,987","Included"
"ultra","claude-4-sonnet","0","120","436","107,551","Included"
"ultra","claude-4-sonnet","0","129","267","107,284","Included"
"ultra","claude-4-sonnet","0","120","646","106,638","Included"
"ultra","claude-4-sonnet","0","404","437","106,201","Included"
"ultra","claude-4-sonnet","0","115","230","105,971","Included"
"ultra","claude-4-sonnet","0","118","235","105,736","Included"
"ultra","claude-4-sonnet","0","123","233","105,503","Included"
"ultra","claude-4-sonnet","0","121","231","105,272","Included"
"ultra","claude-4-sonnet","0","119","238","105,034","Included"
"ultra","claude-4-sonnet","0","126","757","104,277","Included"
"ultra","claude-4-sonnet","0","645","394","103,883","Included"
"ultra","claude-4-sonnet","0","157","640","103,243","Included"
"ultra","claude-4-sonnet","0","143","279","102,964","Included"
"ultra","claude-4-sonnet","0","159","1,139","101,825","Included"
"ultra","claude-4-sonnet","0","156","843","100,982","Included"
"ultra","claude-4-sonnet","0","170","254","100,728","Included"
"ultra","claude-4-sonnet","0","107","133","100,595","Included"
"ultra","claude-4-sonnet","0","118","6,981","93,614","Included"
"ultra","claude-4-sonnet","0","104","17,808","75,806","Included"
"ultra","claude-4-sonnet","0","142","258","75,548","Included"
"ultra","claude-4-sonnet","0","147","12,029","63,519","Included"
"ultra","claude-4-sonnet","0","151","257","63,262","Included"
"ultra","claude-4-sonnet","0","146","16,185","47,077","Included"
"ultra","claude-4-sonnet","164","172","410","46,667","Included"
"ultra","claude-4-sonnet","0","407","1,010","45,657","Included"
"ultra","claude-4-sonnet","0","113","238","45,419","Included"
"ultra","claude-4-sonnet","0","114","740","44,679","Included"
"ultra","claude-4-sonnet","0","478","505","44,174","Included"
"ultra","claude-4-sonnet","0","113","241","43,933","Included"
"ultra","claude-4-sonnet","0","129","267","43,666","Included"
"ultra","claude-4-sonnet","0","155","494","43,172","Included"
"ultra","claude-4-sonnet","0","111","259","42,913","Included"
"ultra","claude-4-sonnet","0","147","276","42,637","Included"
"ultra","claude-4-sonnet","0","131","275","42,362","Included"
"ultra","claude-4-sonnet","1","170","10,476","31,886","Included"
"ultra","claude-4-sonnet","2","131","465","31,421","Included"
"ultra","claude-4-sonnet","3","128","493","30,928","Included"
"ultra","claude-4-sonnet","4","132","813","30,115","Included"
"ultra","claude-4-sonnet","5","144","8,504","21,611","Included"
"ultra","claude-4-sonnet","6","149","463","21,148","Included"
"ultra","claude-4-sonnet","207","166","21,148","0","Included"
"ultra","claude-4-sonnet","0","680","3,380","124,513","Included"
"ultra","claude-4-sonnet","1","1,784","1,032","123,481","Included"
"ultra","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","0","525","10,333","113,148","Included"
"ultra","claude-4-sonnet","0","126","364","112,784","Included"
"Errored, Not Charged","claude-4-sonnet","0","277","425","112,359","Included"
"ultra","claude-4-sonnet","0","275","4,504","107,855","Included"
"Errored, Not Charged","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","0","2,111","9,706","98,149","Included"
"ultra","claude-4-sonnet","0","131","1,083","117,780","Included"
"ultra","claude-4-sonnet","0","612","1,378","116,402","Included"
"ultra","claude-4-sonnet","1","145","360","97,789","Included"
"ultra","claude-4-sonnet","1","244","902","96,887","Included"
"ultra","claude-4-sonnet","0","180","651","115,751","Included"
"ultra","claude-4-sonnet","0","145","792","114,959","Included"
"Errored, Not Charged","claude-4-sonnet","2","431","840","96,047","Included"
"ultra","claude-4-sonnet","0","131","2,259","112,700","Included"
"ultra","claude-4-sonnet","0","104","466","112,234","Included"
"ultra","claude-4-sonnet","243","139","162","112,072","Included"
"ultra","claude-4-sonnet","2","554","2,807","93,240","Included"
"Errored, Not Charged","claude-4-sonnet","3","946","1,682","91,558","Included"
"ultra","claude-4-sonnet","3","125","316","15,165","Included"
"ultra","claude-4-sonnet","3","1,076","3,669","87,889","Included"
"ultra","claude-4-sonnet","4","162","343","14,822","Included"
"ultra","claude-4-sonnet","5","178","1,033","13,789","Included"
"Errored, Not Charged","claude-4-sonnet","3","182","1,168","86,721","Included"
"ultra","claude-4-sonnet","6","120","334","13,455","Included"
"ultra","claude-4-sonnet","69","140","5,369","8,086","Included"
"ultra","claude-4-sonnet","4","1,111","5,677","81,044","Included"
"ultra","claude-4-sonnet","5","2,012","396","80,648","Included"
"ultra","claude-4-sonnet","5","290","522","80,126","Included"
"ultra","claude-4-sonnet","5","342","417","79,709","Included"
"ultra","claude-4-sonnet","5","270","526","79,183","Included"
"ultra","claude-4-sonnet","5","391","1,114","78,069","Included"
"ultra","claude-4-sonnet","5","202","929","77,140","Included"
"Errored, Not Charged","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","0","118","449","111,623","Included"
"ultra","claude-4-sonnet","6","482","611","76,529","Included"
"ultra","claude-4-sonnet","0","111","227","111,396","Included"
"ultra","claude-4-sonnet","6","440","1,311","75,218","Included"
"ultra","claude-4-sonnet","0","100","219","111,177","Included"
"ultra","claude-4-sonnet","0","111","291","110,886","Included"
"ultra","claude-4-sonnet","0","117","275","110,611","Included"
"ultra","claude-4-sonnet","6","190","2,617","72,601","Included"
"ultra","claude-4-sonnet","0","145","504","110,107","Included"
"ultra","claude-4-sonnet","0","262","436","109,671","Included"
"ultra","claude-4-sonnet","0","264","480","109,191","Included"
"ultra","claude-4-sonnet","0","173","534","108,657","Included"
"ultra","claude-4-sonnet","217","242","3,624","105,033","Included"
"Errored, Not Charged","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","6","1,273","4,111","68,490","Included"
"ultra","claude-4-sonnet","0","186","682","104,351","Included"
"ultra","claude-4-sonnet","0","145","297","104,054","Included"
"ultra","claude-4-sonnet","0","222","3,860","100,194","Included"
"ultra","claude-4-sonnet","0","163","215","99,979","Included"
"ultra","claude-4-sonnet","0","164","9,693","90,286","Included"
"ultra","claude-4-sonnet","1,792","149","78,220","12,066","Included"
"ultra","claude-4-sonnet","6","1,974","7,766","60,724","Included"
"ultra","claude-4-sonnet","7","135","4,486","56,238","Included"
"ultra","claude-4-sonnet","7","2,137","2,095","54,143","Included"
"ultra","claude-4-sonnet","8","1,024","637","53,506","Included"
"ultra","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","7","328","4,006","49,500","Included"
"ultra","claude-4-sonnet","578","1,318","3,977","45,523","Included"
"ultra","claude-4-sonnet","8","363","3,571","45,523","Included"
"ultra","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","157","1,292","67","45,456","Included"
"Errored, Not Charged","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","0","0","0","0","Included"
"Errored, Not Charged","claude-4-sonnet","8","174","478","44,731","Included"
"Errored, Not Charged","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","8","354","625","44,106","Included"
"ultra","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","8","278","2,194","41,912","Included"
"ultra","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","211","289","0","41,912","Included"
"Errored, Not Charged","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","8","442","2,518","38,633","Included"
"ultra","claude-4-sonnet","0","0","0","0","Included"
"Errored, Not Charged","claude-4-sonnet","8","335","23,486","15,147","Included"
"ultra","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","8","396","22,521","15,147","Included"
"ultra","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","129","337","404","143,494","Included"
"ultra","claude-4-sonnet","0","401","238","143,256","Included"
"ultra","claude-4-sonnet","0","114","530","142,726","Included"
"ultra","claude-4-sonnet","0","179","363","142,363","Included"
"ultra","claude-4-sonnet","0","227","250","142,113","Included"
"ultra","claude-4-sonnet","0","140","875","141,238","Included"
"ultra","claude-4-sonnet","0","120","564","140,674","Included"
"ultra","claude-4-sonnet","181","139","483","140,191","Included"
"ultra","claude-4-sonnet","0","792","9,902","79,589","Included"
"ultra","claude-4-sonnet","0","101","228","79,361","Included"
"ultra","claude-4-sonnet","1","119","259","79,102","Included"
"ultra","claude-4-sonnet","2","125","300","78,802","Included"
"ultra","claude-4-sonnet","2","216","371","78,431","Included"
"ultra","claude-4-sonnet","2","274","1,027","77,404","Included"
"ultra","claude-4-sonnet","2","733","650","76,754","Included"
"ultra","claude-4-sonnet","3","316","698","76,056","Included"
"ultra","claude-4-sonnet","4","350","471","75,585","Included"
"ultra","claude-4-sonnet","5","191","1,744","73,841","Included"
"ultra","claude-4-sonnet","5","181","679","73,162","Included"
"ultra","claude-4-sonnet","5","462","671","72,491","Included"
"ultra","claude-4-sonnet","6","359","378","72,113","Included"
"ultra","claude-4-sonnet","6","248","60,047","12,066","Included"
"ultra","claude-4-sonnet","1","480","1,658","138,533","Included"
"ultra","claude-4-sonnet","6","205","58,486","12,066","Included"
"ultra","claude-4-sonnet","0","116","268","154,304","Included"
"ultra","claude-4-sonnet","0","179","254","154,050","Included"
"ultra","claude-4-sonnet","2","149","10,054","128,479","Included"
"ultra","claude-4-sonnet","0","193","1,070","152,980","Included"
"ultra","claude-4-sonnet","0","143","167","152,813","Included"
"ultra","claude-4-sonnet","0","152","766","152,047","Included"
"ultra","claude-4-sonnet","0","204","2,004","150,043","Included"
"ultra","claude-4-sonnet","0","121","237","149,806","Included"
"ultra","claude-4-sonnet","3","127","2,926","125,553","Included"
"ultra","claude-4-sonnet","4","128","341","125,212","Included"
"ultra","claude-4-sonnet","0","129","1,867","147,939","Included"
"ultra","claude-4-sonnet","4","246","520","124,692","Included"
"ultra","claude-4-sonnet","0","134","378","147,561","Included"
"ultra","claude-4-sonnet","4","366","237","124,455","Included"
"ultra","claude-4-sonnet","0","297","334","147,227","Included"
"ultra","claude-4-sonnet","4","163","383","124,072","Included"
"ultra","claude-4-sonnet","4","232","3,916","120,156","Included"
"ultra","claude-4-sonnet","0","247","756","146,471","Included"
"ultra","claude-4-sonnet","4","244","4,690","115,466","Included"
"ultra","claude-4-sonnet","0","429","556","145,915","Included"
"ultra","claude-4-sonnet","0","495","738","145,177","Included"
"ultra","claude-4-sonnet","0","499","478","144,699","Included"
"ultra","claude-4-sonnet","0","348","1,800","142,899","Included"
"ultra","claude-4-sonnet","4","228","5,615","109,851","Included"
"ultra","claude-4-sonnet","0","194","6,244","136,655","Included"
"ultra","claude-4-sonnet","0","4,145","456","136,199","Included"
"ultra","claude-4-sonnet","5","135","6,984","102,867","Included"
"ultra","claude-4-sonnet","0","272","309","135,890","Included"
"ultra","claude-4-sonnet","135","146","87,720","15,147","Included"
"ultra","claude-4-sonnet","0","233","379","135,511","Included"
"ultra","claude-4-sonnet","0","248","567","134,944","Included"
"ultra","claude-4-sonnet","0","513","4,943","130,001","Included"
"ultra","claude-4-sonnet","0","195","5,064","124,937","Included"
"ultra","claude-4-sonnet","133","227","451","124,486","Included"
"Errored, Not Charged","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","0","148","328","100,284","Included"
"ultra","claude-4-sonnet","0","122","622","99,662","Included"
"ultra","claude-4-sonnet","0","113","229","99,433","Included"
"ultra","claude-4-sonnet","0","114","344","99,089","Included"
"ultra","claude-4-sonnet","0","144","582","98,507","Included"
"ultra","claude-4-sonnet","0","113","217","98,290","Included"
"ultra","claude-4-sonnet","0","102","308","97,982","Included"
"ultra","claude-4-sonnet","0","144","562","97,420","Included"
"ultra","claude-4-sonnet","119","152","258","97,162","Included"
"ultra","claude-4-sonnet","0","448","40,396","84,090","Included"
"Errored, Not Charged","claude-4-sonnet","0","134","205","83,885","Included"
"Errored, Not Charged","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","0","175","129","83,756","Included"
"ultra","claude-4-sonnet","0","114","123","83,633","Included"
"ultra","claude-4-sonnet","1","99","229","96,933","Included"
"ultra","claude-4-sonnet","0","97","153","83,480","Included"
"ultra","claude-4-sonnet","2","113","363","96,570","Included"
"ultra","claude-4-sonnet","0","138","224","83,256","Included"
"ultra","claude-4-sonnet","3","154","447","96,123","Included"
"ultra","claude-4-sonnet","0","116","383","82,873","Included"
"ultra","claude-4-sonnet","4","125","292","95,831","Included"
"ultra","claude-4-sonnet","1","144","693","82,180","Included"
"ultra","claude-4-sonnet","5","99","597","95,234","Included"
"ultra","claude-4-sonnet","2","177","422","81,758","Included"
"ultra","claude-4-sonnet","346","147","80,087","15,147","Included"
"Errored, Not Charged","claude-4-sonnet","0","0","0","0","Included"
"Errored, Not Charged","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","1","203","905","89,625","Included"
"ultra","claude-4-sonnet","2","556","735","88,890","Included"
"ultra","claude-4-sonnet","3","395","4,754","84,136","Included"
"ultra","claude-4-sonnet","3","190","579","83,557","Included"
"ultra","claude-4-sonnet","4","142","4,730","78,827","Included"
"ultra","claude-4-sonnet","4","193","445","78,382","Included"
"ultra","claude-4-sonnet","5","123","290","78,092","Included"
"ultra","claude-4-sonnet","6","97","606","77,486","Included"
"ultra","claude-4-sonnet","367","136","77,486","0","Included"
"ultra","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","4","143","779","64,349","Included"
"ultra","claude-4-sonnet","5","117","563","63,786","Included"
"ultra","claude-4-sonnet","181","139","51,720","12,066","Included"
"Errored, Not Charged","claude-4-opus-thinking","0","0","0","0","Included"
"ultra","claude-4-opus-thinking","3","155","167","63,299","Included"
"ultra","claude-4-opus-thinking","3","150","677","62,622","Included"
"ultra","claude-4-opus-thinking","3","196","193","62,429","Included"
"ultra","claude-4-opus-thinking","4","159","2,770","59,659","Included"
"ultra","claude-4-opus-thinking","5","121","946","58,713","Included"
"ultra","claude-4-opus-thinking","6","140","245","58,468","Included"
"ultra","claude-4-opus-thinking","7","136","483","57,985","Included"
"ultra","claude-4-opus-thinking","7","276","286","57,699","Included"
"ultra","claude-4-opus-thinking","7","168","824","56,875","Included"
"ultra","claude-4-opus-thinking","262","419","56,875","0","Included"
"ultra","claude-4-sonnet","5","231","319","56,384","Included"
"ultra","claude-4-sonnet","5","226","402","55,982","Included"
"ultra","claude-4-sonnet","5","249","351","55,631","Included"
"ultra","claude-4-sonnet","5","244","396","55,235","Included"
"ultra","claude-4-sonnet","5","262","576","54,659","Included"
"ultra","claude-4-sonnet","5","341","1,444","53,215","Included"
"ultra","claude-4-sonnet","5","756","4,416","48,799","Included"
"ultra","claude-4-sonnet","132","167","202","48,597","Included"
"ultra","claude-4-sonnet","5","199","4,357","44,240","Included"
"ultra","claude-4-sonnet","3,477","491","32,174","12,066","Included"
"Aborted, Not Charged","claude-4-sonnet","0","0","0","0","Included"
"Errored, Not Charged","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","0","154","753","42,092","Included"
"ultra","claude-4-sonnet","1","279","771","41,321","Included"
"ultra","claude-4-sonnet","2","283","828","40,493","Included"
"ultra","claude-4-sonnet","3","243","972","39,521","Included"
"ultra","claude-4-sonnet","3","217","288","39,233","Included"
"ultra","claude-4-sonnet","4","179","613","38,620","Included"
"ultra","claude-4-sonnet","5","265","4,851","33,769","Included"
"ultra","claude-4-sonnet","116","1,181","16,137","154,844","Included"
"ultra","claude-4-sonnet","0","2,610","615","148,005","Included"
"Errored, Not Charged","claude-4-sonnet","0","288","4,126","143,879","Included"
"ultra","claude-4-sonnet","0","2,778","446","143,433","Included"
"ultra","claude-4-sonnet","0","278","392","143,041","Included"
"ultra","claude-4-sonnet","7","244","5,120","17,632","Included"
"ultra","claude-4-sonnet","4,183","189","5,566","12,066","Included"
"ultra","claude-4-sonnet","0","261","3,251","139,790","Included"
"ultra","claude-4-sonnet","0","1,777","2,578","137,212","Included"
"ultra","claude-4-sonnet","516","1,237","281","136,931","Included"
"ultra","claude-4-sonnet","0","278","241","136,690","Included"
"ultra","claude-4-sonnet","0","165","623","136,067","Included"
"ultra","claude-4-sonnet","0","435","2,125","133,942","Included"
"Errored, Not Charged","claude-4-sonnet","0","1,492","2,293","131,649","Included"
"ultra","claude-4-sonnet","0","1,522","547","131,102","Included"
"ultra","claude-4-sonnet","0","472","666","130,436","Included"
"ultra","claude-4-sonnet","0","508","1,214","129,222","Included"
"ultra","claude-4-sonnet","0","935","4,730","124,492","Included"
"Errored, Not Charged","claude-4-sonnet","0","196","431","124,061","Included"
"ultra","claude-4-sonnet","0","346","1,163","122,898","Included"
"ultra","claude-4-sonnet","363","482","241","122,657","Included"
"ultra","claude-4-sonnet","0","238","369","122,288","Included"
"ultra","claude-4-sonnet","0","262","435","121,853","Included"
"ultra","claude-4-sonnet","0","328","3,499","118,354","Included"
"ultra","claude-4-sonnet","0","185","208","118,146","Included"
"ultra","claude-4-sonnet","0","112","436","117,710","Included"
"ultra","claude-4-sonnet","0","294","315","117,395","Included"
"ultra","claude-4-sonnet","0","239","595","116,800","Included"
"ultra","claude-4-sonnet","0","242","678","116,122","Included"
"ultra","claude-4-sonnet","204","326","1,438","114,684","Included"
"ultra","claude-4-sonnet","7","185","447","115,591","Included"
"ultra","claude-4-sonnet","7","297","566","115,025","Included"
"ultra","claude-4-sonnet","240","226","115,025","0","Included"
"ultra","claude-4-sonnet","0","234","408","114,276","Included"
"ultra","claude-4-sonnet","0","297","496","113,780","Included"
"Aborted, Not Charged","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","213","214","12","113,768","Included"
"Errored, Not Charged","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","0","116","672","112,878","Included"
"Errored, Not Charged","claude-4-sonnet","0","478","739","112,139","Included"
"ultra","claude-4-sonnet","0","510","975","111,164","Included"
"ultra","claude-4-sonnet","0","742","1,720","109,444","Included"
"Errored, Not Charged","claude-4-sonnet","0","186","1,222","108,222","Included"
"ultra","claude-4-sonnet","0","800","669","107,553","Included"
"ultra","claude-4-sonnet","0","561","1,771","105,782","Included"
"ultra","claude-4-sonnet","0","898","2,406","103,376","Included"
"ultra","claude-4-sonnet","1,692","343","161","103,215","Included"
"Errored, Not Charged","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","0","117","384","102,831","Included"
"Errored, Not Charged","claude-4-sonnet","0","256","306","102,525","Included"
"ultra","claude-4-sonnet","0","282","280","102,245","Included"
"ultra","claude-4-sonnet","0","219","446","101,799","Included"
"ultra","claude-4-sonnet","0","208","399","101,400","Included"
"ultra","claude-4-sonnet","0","257","758","100,642","Included"
"ultra","claude-4-sonnet","0","464","345","100,297","Included"
"ultra","claude-4-sonnet","0","244","1,019","99,278","Included"
"ultra","claude-4-sonnet","0","539","1,224","98,054","Included"
"ultra","claude-4-sonnet","0","697","664","97,390","Included"
"ultra","claude-4-sonnet","0","387","649","96,741","Included"
"ultra","claude-4-sonnet","0","414","321","96,420","Included"
"ultra","claude-4-sonnet","0","199","480","95,940","Included"
"ultra","claude-4-sonnet","0","318","2,972","92,968","Included"
"ultra","claude-4-sonnet","0","245","9,773","83,195","Included"
"ultra","claude-4-sonnet","0","119","668","82,527","Included"
"ultra","claude-4-sonnet","0","423","306","82,221","Included"
"ultra","claude-4-sonnet","0","206","703","81,518","Included"
"ultra","claude-4-sonnet","0","385","1,836","79,682","Included"
"ultra","claude-4-sonnet","0","1,269","247","79,435","Included"
"ultra","claude-4-sonnet","0","107","249","79,186","Included"
"ultra","claude-4-sonnet","1","121","226","78,960","Included"
"ultra","claude-4-sonnet","1","156","4,772","74,188","Included"
"ultra","claude-4-sonnet","5","190","756","49,517","Included"
"ultra","claude-4-sonnet","1","161","274","73,914","Included"
"ultra","claude-4-sonnet","154","174","41,431","8,086","Included"
"ultra","claude-4-sonnet","1","107","136","73,778","Included"
"ultra","claude-4-sonnet","2","120","250","73,528","Included"
"ultra","claude-4-sonnet","2","141","243","73,285","Included"
"ultra","claude-4-sonnet","2","130","1,311","71,974","Included"
"ultra","claude-4-sonnet","2","672","670","71,304","Included"
"ultra","claude-4-sonnet","2","196","464","70,840","Included"
"ultra","claude-4-sonnet","0","257","2,544","46,623","Included"
"ultra","claude-4-sonnet","2","347","3,921","66,919","Included"
"ultra","claude-4-sonnet","0","145","568","46,055","Included"
"ultra","claude-4-sonnet","2","166","225","66,694","Included"
"ultra","claude-4-sonnet","0","158","329","45,726","Included"
"ultra","claude-4-sonnet","3","118","3,885","62,809","Included"
"ultra","claude-4-sonnet","0","131","355","45,371","Included"
"ultra","claude-4-sonnet","0","112","217","45,154","Included"
"ultra","claude-4-sonnet","3","201","703","62,106","Included"
"ultra","claude-4-sonnet","4","139","514","61,592","Included"
"ultra","claude-4-sonnet","1","103","1,050","44,104","Included"
"ultra","claude-4-sonnet","1","755","873","43,231","Included"
"ultra","claude-4-sonnet","5","272","377","61,215","Included"
"ultra","claude-4-sonnet","1","175","636","42,595","Included"
"ultra","claude-4-sonnet","2","116","217","42,378","Included"
"ultra","claude-4-sonnet","5","296","380","60,835","Included"
"ultra","claude-4-sonnet","5","292","305","60,530","Included"
"ultra","claude-4-sonnet","3","103","898","41,480","Included"
"ultra","claude-4-sonnet","5","250","390","60,140","Included"
"ultra","claude-4-sonnet","3","650","445","41,035","Included"
"ultra","claude-4-sonnet","4","140","398","40,637","Included"
"ultra","claude-4-sonnet","5","265","567","59,573","Included"
"ultra","claude-4-sonnet","130","165","269","40,368","Included"
"ultra","claude-4-sonnet","5","506","1,730","57,843","Included"
"ultra","claude-4-sonnet","5","193","4,987","52,856","Included"
"Errored, Not Charged","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","5","113","380","39,988","Included"
"ultra","claude-4-sonnet","148","130","31,902","8,086","Included"
"ultra","claude-4-sonnet","5","215","4,737","48,119","Included"
"ultra","claude-4-sonnet","5","2,292","271","47,848","Included"
"ultra","claude-4-sonnet","6","130","3,526","44,322","Included"
"ultra","claude-4-sonnet","7","1,692","8,147","36,175","Included"
"ultra","claude-4-sonnet","7","142","24,109","12,066","Included"
"ultra","claude-4-sonnet","110","224","449","146,829","Included"
"Errored, Not Charged","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","0","105","239","39,648","Included"
"ultra","claude-4-sonnet","0","126","423","39,225","Included"
"ultra","claude-4-sonnet","1","130","698","38,527","Included"
"ultra","claude-4-sonnet","2","120","269","38,258","Included"
"ultra","claude-4-sonnet","3","105","236","38,022","Included"
"ultra","claude-4-sonnet","4","122","892","37,130","Included"
"ultra","claude-4-sonnet","4","645","748","36,382","Included"
"ultra","claude-4-sonnet","4","178","409","35,973","Included"
"ultra","claude-4-sonnet","5","111","268","35,705","Included"
"ultra","claude-4-sonnet","36","130","123","35,582","Included"
"Errored, Not Charged","claude-4-sonnet","0","0","0","0","Included"
