Date,User,Kind,Max Mode,Model,Tokens,Cost
"Jun 29, 11:10 PM","You","ultra","Yes","claude-4-sonnet","47,601","Included"
"Jun 29, 11:10 PM","You","ultra","Yes","claude-4-sonnet","47,331","Included"
"Jun 29, 11:09 PM","You","ultra","Yes","claude-4-sonnet","47,002","Included"
"Jun 29, 11:09 PM","You","ultra","Yes","claude-4-sonnet","46,779","Included"
"Jun 29, 11:09 PM","You","ultra","Yes","claude-4-sonnet","46,559","Included"
"Jun 29, 11:08 PM","You","ultra","Yes","claude-4-sonnet","171,025","Included"
"Jun 29, 11:08 PM","You","ultra","Yes","claude-4-sonnet","138,803","Included"
"Jun 29, 11:08 PM","You","ultra","Yes","claude-4-sonnet","138,513","Included"
"Jun 29, 11:08 PM","You","ultra","Yes","claude-4-sonnet","137,722","Included"
"Jun 29, 11:07 PM","You","ultra","Yes","claude-4-sonnet","137,497","Included"
"Jun 29, 11:07 PM","You","ultra","Yes","claude-4-sonnet","137,274","Included"
"Jun 29, 11:07 PM","You","ultra","Yes","claude-4-sonnet","137,054","Included"
"Jun 29, 11:07 PM","You","ultra","Yes","claude-4-sonnet","136,828","Included"
"Jun 29, 11:07 PM","You","ultra","Yes","claude-4-sonnet","136,128","Included"
"Jun 29, 11:07 PM","You","ultra","Yes","claude-4-sonnet","135,877","Included"
"Jun 29, 11:06 PM","You","ultra","Yes","claude-4-sonnet","135,607","Included"
"Jun 29, 11:06 PM","You","ultra","Yes","claude-4-sonnet","135,230","Included"
"Jun 29, 11:06 PM","You","ultra","Yes","claude-4-sonnet","134,262","Included"
"Jun 29, 11:06 PM","You","ultra","Yes","claude-4-sonnet","138,252","Included"
"Jun 29, 11:06 PM","You","ultra","Yes","claude-4-sonnet","131,286","Included"
"Jun 29, 11:06 PM","You","ultra","Yes","claude-4-sonnet","134,041","Included"
"Jun 29, 11:06 PM","You","ultra","Yes","claude-4-sonnet","133,557","Included"
"Jun 29, 11:06 PM","You","ultra","Yes","claude-4-sonnet","133,335","Included"
"Jun 29, 11:06 PM","You","ultra","Yes","claude-4-sonnet","132,577","Included"
"Jun 29, 11:05 PM","You","ultra","Yes","claude-4-sonnet","129,202","Included"
"Jun 29, 11:05 PM","You","ultra","Yes","claude-4-sonnet","127,034","Included"
"Jun 29, 11:05 PM","You","ultra","Yes","claude-4-sonnet","126,500","Included"
"Jun 29, 11:05 PM","You","ultra","Yes","claude-4-sonnet","125,445","Included"
"Jun 29, 11:04 PM","You","ultra","Yes","claude-4-sonnet","121,328","Included"
"Jun 29, 11:03 PM","You","ultra","Yes","claude-4-sonnet","114,841","Included"
"Jun 29, 11:03 PM","You","ultra","Yes","claude-4-sonnet","105,522","Included"
"Jun 29, 11:01 PM","You","ultra","Yes","claude-4-sonnet","122,748","Included"
"Jun 29, 11:00 PM","You","ultra","Yes","claude-4-sonnet","134,494","Included"
"Jun 29, 11:00 PM","You","ultra","Yes","claude-4-sonnet","134,023","Included"
"Jun 29, 11:00 PM","You","ultra","Yes","claude-4-sonnet","133,781","Included"
"Jun 29, 11:00 PM","You","ultra","Yes","claude-4-sonnet","133,539","Included"
"Jun 29, 11:00 PM","You","ultra","Yes","claude-4-sonnet","132,796","Included"
"Jun 29, 10:59 PM","You","ultra","Yes","claude-4-sonnet","131,610","Included"
"Jun 29, 10:59 PM","You","Errored, Not Charged","Yes","claude-4-sonnet","131,400","Included"
"Jun 29, 10:59 PM","You","ultra","Yes","claude-4-sonnet","131,105","Included"
"Jun 29, 10:59 PM","You","ultra","Yes","claude-4-sonnet","130,634","Included"
"Jun 29, 10:59 PM","You","ultra","Yes","claude-4-sonnet","129,378","Included"
"Jun 29, 10:58 PM","You","ultra","Yes","claude-4-sonnet","129,033","Included"
"Jun 29, 10:58 PM","You","ultra","Yes","claude-4-sonnet","117,661","Included"
"Jun 29, 10:58 PM","You","ultra","Yes","claude-4-sonnet","117,382","Included"
"Jun 29, 10:58 PM","You","ultra","Yes","claude-4-sonnet","117,126","Included"
"Jun 29, 10:58 PM","You","ultra","Yes","claude-4-sonnet","116,520","Included"
"Jun 29, 10:57 PM","You","ultra","Yes","claude-4-sonnet","116,206","Included"
"Jun 29, 10:57 PM","You","ultra","Yes","claude-4-sonnet","115,265","Included"
"Jun 29, 10:57 PM","You","ultra","Yes","claude-4-sonnet","114,959","Included"
"Jun 29, 10:57 PM","You","ultra","Yes","claude-4-sonnet","114,058","Included"
"Jun 29, 10:57 PM","You","ultra","Yes","claude-4-sonnet","113,729","Included"
"Jun 29, 10:57 PM","You","ultra","Yes","claude-4-sonnet","112,700","Included"
"Jun 29, 10:57 PM","You","ultra","Yes","claude-4-sonnet","111,973","Included"
"Jun 29, 10:56 PM","You","ultra","Yes","claude-4-sonnet","111,739","Included"
"Jun 29, 10:56 PM","You","ultra","Yes","claude-4-sonnet","111,516","Included"
"Jun 29, 10:56 PM","You","ultra","Yes","claude-4-sonnet","111,296","Included"
"Jun 29, 10:56 PM","You","ultra","Yes","claude-4-sonnet","111,070","Included"
"Jun 29, 10:56 PM","You","ultra","Yes","claude-4-sonnet","110,811","Included"
"Jun 29, 10:56 PM","You","ultra","Yes","claude-4-sonnet","110,558","Included"
"Jun 29, 10:55 PM","You","ultra","Yes","claude-4-sonnet","110,252","Included"
"Jun 29, 10:55 PM","You","ultra","Yes","claude-4-sonnet","109,974","Included"
"Jun 29, 10:55 PM","You","ultra","Yes","claude-4-sonnet","134,434","Included"
"Jun 29, 10:54 PM","You","ultra","Yes","claude-4-sonnet","133,944","Included"
"Jun 29, 10:54 PM","You","ultra","Yes","claude-4-sonnet","133,617","Included"
"Jun 29, 10:54 PM","You","ultra","Yes","claude-4-sonnet","132,227","Included"
"Jun 29, 10:54 PM","You","ultra","Yes","claude-4-sonnet","131,930","Included"
"Jun 29, 10:54 PM","You","ultra","Yes","claude-4-sonnet","131,590","Included"
"Jun 29, 10:53 PM","You","ultra","Yes","claude-4-sonnet","129,710","Included"
"Jun 29, 10:53 PM","You","ultra","Yes","claude-4-sonnet","120,209","Included"
"Jun 29, 10:52 PM","You","ultra","Yes","claude-4-sonnet","119,928","Included"
"Jun 29, 10:52 PM","You","ultra","Yes","claude-4-sonnet","119,573","Included"
"Jun 29, 10:52 PM","You","ultra","Yes","claude-4-sonnet","118,952","Included"
"Jun 29, 10:52 PM","You","ultra","Yes","claude-4-sonnet","113,273","Included"
"Jun 29, 10:52 PM","You","ultra","Yes","claude-4-sonnet","111,694","Included"
"Jun 29, 10:52 PM","You","ultra","Yes","claude-4-sonnet","111,538","Included"
"Jun 29, 10:52 PM","You","ultra","Yes","claude-4-sonnet","106,123","Included"
"Jun 29, 10:51 PM","You","ultra","Yes","claude-4-sonnet","105,809","Included"
"Jun 29, 10:51 PM","You","ultra","Yes","claude-4-sonnet","105,388","Included"
"Jun 29, 10:51 PM","You","ultra","Yes","claude-4-sonnet","99,970","Included"
"Jun 29, 10:51 PM","You","ultra","Yes","claude-4-sonnet","99,516","Included"
"Jun 29, 10:51 PM","You","ultra","Yes","claude-4-sonnet","94,251","Included"
"Jun 29, 10:51 PM","You","ultra","Yes","claude-4-sonnet","93,251","Included"
"Jun 29, 10:51 PM","You","ultra","Yes","claude-4-sonnet","88,187","Included"
"Jun 29, 10:51 PM","You","ultra","Yes","claude-4-sonnet","87,988","Included"
"Jun 29, 10:50 PM","You","Errored, Not Charged","Yes","claude-4-sonnet","87,863","Included"
"Jun 29, 10:50 PM","You","ultra","Yes","claude-4-sonnet","87,966","Included"
"Jun 29, 10:50 PM","You","ultra","Yes","claude-4-sonnet","87,322","Included"
"Jun 29, 10:50 PM","You","ultra","Yes","claude-4-sonnet","86,565","Included"
"Jun 29, 10:50 PM","You","ultra","Yes","claude-4-sonnet","81,899","Included"
"Jun 29, 10:50 PM","You","ultra","Yes","claude-4-sonnet","81,685","Included"
"Jun 29, 10:49 PM","You","ultra","Yes","claude-4-sonnet","80,692","Included"
"Jun 29, 10:48 PM","You","ultra","Yes","claude-4-sonnet","65,886","Included"
"Jun 29, 10:48 PM","You","ultra","Yes","claude-4-sonnet","65,615","Included"
"Jun 29, 10:48 PM","You","ultra","Yes","claude-4-sonnet","64,988","Included"
"Jun 29, 10:47 PM","You","ultra","Yes","claude-4-sonnet","63,014","Included"
"Jun 29, 10:47 PM","You","ultra","Yes","claude-4-sonnet","57,917","Included"
"Jun 29, 10:47 PM","You","ultra","Yes","claude-4-sonnet","56,805","Included"
"Jun 29, 10:47 PM","You","ultra","Yes","claude-4-sonnet","147,380","Included"
"Jun 29, 10:47 PM","You","ultra","Yes","claude-4-sonnet","147,105","Included"
"Jun 29, 10:46 PM","You","ultra","Yes","claude-4-sonnet","146,317","Included"
"Jun 29, 10:46 PM","You","ultra","Yes","claude-4-sonnet","145,356","Included"
"Jun 29, 10:46 PM","You","ultra","Yes","claude-4-sonnet","144,662","Included"
"Jun 29, 10:46 PM","You","ultra","Yes","claude-4-sonnet","139,666","Included"
"Jun 29, 10:46 PM","You","ultra","Yes","claude-4-sonnet","139,095","Included"
"Jun 29, 10:46 PM","You","ultra","Yes","claude-4-sonnet","138,740","Included"
"Jun 29, 10:45 PM","You","ultra","Yes","claude-4-sonnet","138,505","Included"
"Jun 29, 10:45 PM","You","ultra","Yes","claude-4-sonnet","138,268","Included"
"Jun 29, 10:45 PM","You","ultra","Yes","claude-4-sonnet","138,008","Included"
"Jun 29, 10:45 PM","You","ultra","Yes","claude-4-sonnet","137,731","Included"
"Jun 29, 10:45 PM","You","ultra","Yes","claude-4-sonnet","137,441","Included"
"Jun 29, 10:45 PM","You","ultra","Yes","claude-4-sonnet","137,131","Included"
"Jun 29, 10:44 PM","You","ultra","Yes","claude-4-sonnet","136,719","Included"
"Jun 29, 10:44 PM","You","ultra","Yes","claude-4-sonnet","135,094","Included"
"Jun 29, 10:44 PM","You","ultra","Yes","claude-4-sonnet","134,151","Included"
"Jun 29, 10:43 PM","You","ultra","Yes","claude-4-sonnet","133,489","Included"
"Jun 29, 10:42 PM","You","Errored, Not Charged","Yes","claude-4-sonnet","0","Included"
"Jun 29, 10:42 PM","You","ultra","Yes","claude-4-sonnet","132,344","Included"
"Jun 29, 10:42 PM","You","ultra","Yes","claude-4-sonnet","130,805","Included"
"Jun 29, 10:41 PM","You","ultra","Yes","claude-4-sonnet","129,726","Included"
"Jun 29, 10:41 PM","You","ultra","Yes","claude-4-sonnet","118,202","Included"
"Jun 29, 10:41 PM","You","ultra","Yes","claude-4-sonnet","117,703","Included"
"Jun 29, 10:40 PM","You","ultra","Yes","claude-4-sonnet","117,370","Included"
"Jun 29, 10:40 PM","You","ultra","Yes","claude-4-sonnet","115,421","Included"
"Jun 29, 10:40 PM","You","ultra","Yes","claude-4-sonnet","105,238","Included"
"Jun 29, 10:39 PM","You","ultra","Yes","claude-4-sonnet","104,953","Included"
"Jun 29, 10:39 PM","You","ultra","Yes","claude-4-sonnet","104,603","Included"
"Jun 29, 10:39 PM","You","ultra","Yes","claude-4-sonnet","99,799","Included"
"Jun 29, 10:39 PM","You","ultra","Yes","claude-4-sonnet","99,257","Included"
"Jun 29, 10:39 PM","You","ultra","Yes","claude-4-sonnet","98,903","Included"
"Jun 29, 10:39 PM","You","ultra","Yes","claude-4-sonnet","93,391","Included"
"Jun 29, 10:38 PM","You","ultra","Yes","claude-4-sonnet","93,003","Included"
"Jun 29, 10:38 PM","You","ultra","Yes","claude-4-sonnet","87,531","Included"
"Jun 29, 10:38 PM","You","ultra","Yes","claude-4-sonnet","82,064","Included"
"Jun 29, 10:38 PM","You","ultra","Yes","claude-4-sonnet","143,301","Included"
"Jun 29, 10:38 PM","You","ultra","Yes","claude-4-sonnet","142,831","Included"
"Jun 29, 10:37 PM","You","ultra","Yes","claude-4-sonnet","138,015","Included"
"Jun 29, 10:36 PM","You","ultra","Yes","claude-4-sonnet","121,795","Included"
"Jun 29, 10:36 PM","You","ultra","Yes","claude-4-sonnet","115,850","Included"
"Jun 29, 10:36 PM","You","ultra","Yes","claude-4-sonnet","115,402","Included"
"Jun 29, 10:35 PM","You","ultra","Yes","claude-4-sonnet","113,958","Included"
"Jun 29, 10:35 PM","You","ultra","Yes","claude-4-sonnet","113,673","Included"
"Jun 29, 10:35 PM","You","ultra","Yes","claude-4-sonnet","113,445","Included"
"Jun 29, 10:35 PM","You","ultra","Yes","claude-4-sonnet","112,544","Included"
"Jun 29, 10:35 PM","You","ultra","Yes","claude-4-sonnet","112,313","Included"
"Jun 29, 10:34 PM","You","ultra","Yes","claude-4-sonnet","110,411","Included"
"Jun 29, 10:34 PM","You","ultra","Yes","claude-4-sonnet","110,138","Included"
"Jun 29, 10:34 PM","You","ultra","Yes","claude-4-sonnet","108,007","Included"
"Jun 29, 10:34 PM","You","ultra","Yes","claude-4-sonnet","107,630","Included"
"Jun 29, 10:34 PM","You","ultra","Yes","claude-4-sonnet","104,303","Included"
"Jun 29, 10:34 PM","You","ultra","Yes","claude-4-sonnet","104,091","Included"
"Jun 29, 10:34 PM","You","ultra","Yes","claude-4-sonnet","100,913","Included"
"Jun 29, 10:33 PM","You","ultra","Yes","claude-4-sonnet","100,663","Included"
"Jun 29, 10:33 PM","You","ultra","Yes","claude-4-sonnet","100,293","Included"
"Jun 29, 10:33 PM","You","ultra","Yes","claude-4-sonnet","99,356","Included"
"Jun 29, 10:33 PM","You","ultra","Yes","claude-4-sonnet","96,122","Included"
"Jun 29, 10:32 PM","You","ultra","No","default","15,705","Included"
"Jun 29, 10:31 PM","You","ultra","No","default","15,089","Included"
"Jun 29, 10:31 PM","You","ultra","Yes","claude-4-sonnet-thinking","96,847","Included"
"Jun 29, 10:31 PM","You","ultra","Yes","claude-4-sonnet-thinking","91,314","Included"
"Jun 29, 10:30 PM","You","ultra","Yes","claude-4-sonnet-thinking","91,045","Included"
"Jun 29, 10:30 PM","You","ultra","Yes","claude-4-sonnet-thinking","85,673","Included"
"Jun 29, 10:30 PM","You","ultra","Yes","claude-4-sonnet-thinking","83,570","Included"
"Jun 29, 10:30 PM","You","ultra","Yes","claude-4-sonnet-thinking","83,309","Included"
"Jun 29, 10:29 PM","You","ultra","No","default","62,779","Included"
"Jun 29, 10:27 PM","You","ultra","No","default","14,751","Included"
"Jun 29, 10:26 PM","You","ultra","Yes","claude-4-sonnet","81,557","Included"
"Jun 29, 10:26 PM","You","ultra","No","default","13,846","Included"
"Jun 29, 10:26 PM","You","ultra","Yes","claude-4-sonnet","79,167","Included"
"Jun 29, 10:26 PM","You","ultra","Yes","claude-4-sonnet","78,969","Included"
"Jun 29, 10:26 PM","You","Errored, Not Charged","Yes","claude-4-sonnet","78,846","Included"
"Jun 29, 10:26 PM","You","ultra","Yes","claude-4-sonnet","78,691","Included"
"Jun 29, 10:25 PM","You","ultra","Yes","claude-4-sonnet","78,487","Included"
"Jun 29, 10:25 PM","You","ultra","Yes","claude-4-sonnet","76,790","Included"
"Jun 29, 10:25 PM","You","ultra","Yes","claude-4-sonnet","75,964","Included"
"Jun 29, 10:24 PM","You","ultra","Yes","claude-4-sonnet","71,530","Included"
"Jun 29, 10:24 PM","You","ultra","Yes","claude-4-sonnet","71,097","Included"
"Jun 29, 10:24 PM","You","ultra","Yes","claude-4-sonnet","65,918","Included"
"Jun 29, 10:24 PM","You","ultra","Yes","claude-4-sonnet","65,682","Included"
"Jun 29, 10:24 PM","You","ultra","Yes","claude-4-sonnet","65,424","Included"
"Jun 29, 10:24 PM","You","ultra","Yes","claude-4-sonnet","58,250","Included"
"Jun 29, 10:23 PM","You","ultra","Yes","claude-4-sonnet","58,025","Included"
"Jun 29, 10:23 PM","You","ultra","Yes","claude-4-sonnet","56,898","Included"
"Jun 29, 10:23 PM","You","ultra","Yes","claude-4-sonnet","54,564","Included"
"Jun 29, 10:23 PM","You","ultra","Yes","claude-4-sonnet","54,211","Included"
"Jun 29, 10:23 PM","You","ultra","Yes","claude-4-sonnet","52,337","Included"
"Jun 29, 10:23 PM","You","Errored, Not Charged","Yes","claude-4-sonnet","52,153","Included"
"Jun 29, 10:23 PM","You","ultra","Yes","claude-4-sonnet","52,112","Included"
"Jun 29, 10:22 PM","You","ultra","Yes","claude-4-sonnet","50,251","Included"
"Jun 29, 10:22 PM","You","ultra","Yes","claude-4-sonnet","134,905","Included"
"Jun 29, 10:22 PM","You","ultra","Yes","claude-4-sonnet","133,596","Included"
"Jun 29, 10:21 PM","You","ultra","Yes","claude-4-sonnet","131,491","Included"
"Jun 29, 10:21 PM","You","ultra","Yes","claude-4-sonnet","130,354","Included"
"Jun 29, 10:21 PM","You","ultra","Yes","claude-4-sonnet","129,533","Included"
"Jun 29, 10:21 PM","You","ultra","Yes","claude-4-sonnet","127,182","Included"
"Jun 29, 10:21 PM","You","ultra","Yes","claude-4-sonnet","126,760","Included"
"Jun 29, 10:20 PM","You","ultra","Yes","claude-4-sonnet","124,308","Included"
"Jun 29, 10:20 PM","You","ultra","Yes","claude-4-sonnet","123,338","Included"
"Jun 29, 10:20 PM","You","Aborted, Not Charged","Yes","claude-4-sonnet","0","Included"
"Jun 29, 10:20 PM","You","Errored, Not Charged","Yes","claude-4-opus-thinking","0","Included"
"Jun 29, 10:19 PM","You","ultra","Yes","claude-4-opus-thinking","124,838","Included"
"Jun 29, 10:19 PM","You","ultra","Yes","claude-4-opus-thinking","124,427","Included"
"Jun 29, 10:19 PM","You","ultra","Yes","claude-4-opus-thinking","122,005","Included"
"Jun 29, 10:17 PM","You","ultra","Yes","claude-4-sonnet","107,688","Included"
"Jun 29, 10:17 PM","You","ultra","Yes","claude-4-sonnet","107,380","Included"
"Jun 29, 10:17 PM","You","ultra","Yes","claude-4-sonnet","104,683","Included"
"Jun 29, 10:16 PM","You","ultra","Yes","claude-4-sonnet","101,859","Included"
"Jun 29, 10:16 PM","You","ultra","Yes","claude-4-opus-thinking","116,748","Included"
"Jun 29, 10:16 PM","You","ultra","Yes","claude-4-sonnet","101,745","Included"
"Jun 29, 10:16 PM","You","ultra","Yes","claude-4-sonnet","99,070","Included"
"Jun 29, 10:16 PM","You","ultra","Yes","claude-4-sonnet","98,948","Included"
"Jun 29, 10:16 PM","You","ultra","Yes","claude-4-opus-thinking","94,378","Included"
"Jun 29, 10:16 PM","You","ultra","Yes","claude-4-opus-thinking","93,680","Included"
"Jun 29, 10:16 PM","You","ultra","Yes","claude-4-sonnet","101,911","Included"
"Jun 29, 10:16 PM","You","ultra","Yes","claude-4-opus-thinking","88,429","Included"
"Jun 29, 10:15 PM","You","ultra","Yes","claude-4-sonnet","98,829","Included"
"Jun 29, 10:15 PM","You","ultra","Yes","claude-4-opus-thinking","88,125","Included"
"Jun 29, 10:15 PM","You","ultra","Yes","claude-4-sonnet","96,683","Included"
"Jun 29, 10:15 PM","You","ultra","Yes","claude-4-sonnet","92,719","Included"
"Jun 29, 10:15 PM","You","ultra","Yes","claude-4-opus-thinking","87,383","Included"
"Jun 29, 10:15 PM","You","ultra","Yes","claude-4-sonnet","90,630","Included"
"Jun 29, 10:15 PM","You","ultra","Yes","claude-4-opus-thinking","85,143","Included"
"Jun 29, 10:15 PM","You","ultra","Yes","claude-4-sonnet","90,405","Included"
"Jun 29, 10:15 PM","You","ultra","Yes","claude-4-sonnet","90,097","Included"
"Jun 29, 10:15 PM","You","ultra","Yes","claude-4-sonnet","89,496","Included"
"Jun 29, 10:15 PM","You","ultra","Yes","claude-4-sonnet","98,701","Included"
"Jun 29, 10:15 PM","You","ultra","Yes","claude-4-sonnet","96,021","Included"
"Jun 29, 10:13 PM","You","ultra","Yes","claude-4-opus-thinking","93,842","Included"
"Jun 29, 10:13 PM","You","ultra","Yes","claude-4-opus-thinking","92,982","Included"
"Jun 29, 10:13 PM","You","ultra","Yes","claude-4-opus-thinking","83,973","Included"
"Jun 29, 10:13 PM","You","ultra","Yes","claude-4-opus-thinking","91,070","Included"
"Jun 29, 10:13 PM","You","ultra","Yes","claude-4-opus-thinking","90,776","Included"
"Jun 29, 10:13 PM","You","ultra","Yes","claude-4-opus-thinking","85,946","Included"
"Jun 29, 10:12 PM","You","ultra","Yes","claude-4-opus-thinking","58,548","Included"
"Jun 29, 10:12 PM","You","ultra","Yes","claude-4-opus-thinking","80,674","Included"
"Jun 29, 10:12 PM","You","ultra","Yes","claude-4-opus-thinking","57,771","Included"
"Jun 29, 10:12 PM","You","ultra","Yes","claude-4-opus-thinking","52,142","Included"
"Jun 29, 10:12 PM","You","ultra","Yes","claude-4-opus-thinking","74,739","Included"
"Jun 29, 10:11 PM","You","ultra","Yes","claude-4-opus-thinking","73,086","Included"
"Jun 29, 10:11 PM","You","ultra","Yes","claude-4-opus-thinking","69,358","Included"
"Jun 29, 10:09 PM","You","ultra","Yes","claude-4-opus-thinking","169,581","Included"
"Jun 29, 10:09 PM","You","ultra","Yes","claude-4-opus-thinking","123,600","Included"
"Jun 29, 10:08 PM","You","ultra","Yes","claude-4-opus-thinking","88,660","Included"
"Jun 29, 10:07 PM","You","ultra","Yes","claude-4-opus-thinking","125,349","Included"
"Jun 29, 10:07 PM","You","ultra","Yes","claude-4-opus-thinking","124,346","Included"
"Jun 29, 10:07 PM","You","ultra","Yes","claude-4-opus-thinking","67,709","Included"
"Jun 29, 10:07 PM","You","ultra","Yes","claude-4-opus-thinking","51,865","Included"
"Jun 29, 10:07 PM","You","ultra","Yes","claude-4-opus-thinking","122,214","Included"
"Jun 29, 10:07 PM","You","ultra","Yes","claude-4-opus-thinking","121,999","Included"
"Jun 29, 10:07 PM","You","ultra","Yes","claude-4-opus-thinking","87,886","Included"
"Jun 29, 10:06 PM","You","ultra","Yes","claude-4-opus-thinking","49,290","Included"
"Jun 29, 10:06 PM","You","ultra","Yes","claude-4-opus-thinking","136,768","Included"
"Jun 29, 10:06 PM","You","ultra","Yes","claude-4-opus-thinking","48,729","Included"
"Jun 29, 10:06 PM","You","ultra","Yes","claude-4-opus-thinking","48,407","Included"
"Jun 29, 10:06 PM","You","ultra","Yes","claude-4-opus-thinking","47,974","Included"
"Jun 29, 10:06 PM","You","ultra","Yes","claude-4-opus-thinking","118,479","Included"
"Jun 29, 10:06 PM","You","ultra","Yes","claude-4-opus-thinking","47,300","Included"
"Jun 29, 10:06 PM","You","ultra","Yes","claude-4-opus-thinking","63,808","Included"
"Jun 29, 10:05 PM","You","ultra","Yes","claude-4-opus-thinking","46,214","Included"
"Jun 29, 10:05 PM","You","ultra","Yes","claude-4-opus-thinking","57,847","Included"
"Jun 29, 10:05 PM","You","ultra","Yes","claude-4-opus-thinking","44,053","Included"
"Jun 29, 10:05 PM","You","ultra","Yes","claude-4-opus-thinking","42,806","Included"
"Jun 29, 10:05 PM","You","ultra","Yes","claude-4-opus-thinking","111,197","Included"
"Jun 29, 10:05 PM","You","ultra","Yes","claude-4-opus-thinking","43,605","Included"
"Jun 29, 10:05 PM","You","ultra","Yes","claude-4-opus-thinking","42,647","Included"
"Jun 29, 10:05 PM","You","ultra","Yes","claude-4-opus-thinking","35,918","Included"
"Jun 29, 10:05 PM","You","ultra","Yes","claude-4-opus-thinking","35,034","Included"
"Jun 29, 10:05 PM","You","ultra","Yes","claude-4-opus-thinking","41,064","Included"
"Jun 29, 10:05 PM","You","ultra","Yes","claude-4-opus-thinking","33,545","Included"
"Jun 29, 10:05 PM","You","ultra","Yes","claude-4-opus-thinking","39,253","Included"
"Jun 29, 10:05 PM","You","ultra","Yes","claude-4-opus-thinking","22,174","Included"
"Jun 29, 10:04 PM","You","ultra","Yes","claude-4-opus-thinking","38,948","Included"
"Jun 29, 10:04 PM","You","ultra","Yes","claude-4-opus-thinking","109,673","Included"
"Jun 29, 10:04 PM","You","ultra","Yes","claude-4-opus-thinking","38,658","Included"
"Jun 29, 10:04 PM","You","ultra","Yes","claude-4-opus-thinking","106,678","Included"
"Jun 29, 10:04 PM","You","ultra","Yes","claude-4-opus-thinking","37,913","Included"
"Jun 29, 10:04 PM","You","ultra","Yes","claude-4-opus-thinking","128,369","Included"
"Jun 29, 10:04 PM","You","ultra","Yes","claude-4-opus-thinking","37,472","Included"
"Jun 29, 10:04 PM","You","ultra","Yes","claude-4-opus-thinking","106,412","Included"
"Jun 29, 10:04 PM","You","ultra","Yes","claude-4-opus-thinking","36,987","Included"
"Jun 29, 10:03 PM","You","ultra","Yes","claude-4-opus-thinking","106,107","Included"
"Jun 29, 10:03 PM","You","ultra","Yes","claude-4-opus-thinking","105,446","Included"
"Jun 29, 10:03 PM","You","ultra","Yes","claude-4-opus-thinking","36,443","Included"
"Jun 29, 10:03 PM","You","ultra","Yes","claude-4-opus-thinking","35,962","Included"
"Jun 29, 10:03 PM","You","ultra","Yes","claude-4-opus-thinking","98,416","Included"
"Jun 29, 10:03 PM","You","ultra","Yes","claude-4-opus-thinking","97,970","Included"
"Jun 29, 10:03 PM","You","ultra","Yes","claude-4-opus-thinking","35,447","Included"
"Jun 29, 10:03 PM","You","ultra","Yes","claude-4-opus-thinking","97,232","Included"
"Jun 29, 10:03 PM","You","ultra","Yes","claude-4-opus-thinking","128,145","Included"
"Jun 29, 10:03 PM","You","ultra","Yes","claude-4-opus-thinking","96,811","Included"
"Jun 29, 10:02 PM","You","ultra","Yes","claude-4-opus-thinking","29,581","Included"
"Jun 29, 10:02 PM","You","ultra","Yes","claude-4-opus-thinking","96,367","Included"
"Jun 29, 10:02 PM","You","ultra","Yes","claude-4-opus-thinking","92,652","Included"
"Jun 29, 10:02 PM","You","ultra","Yes","claude-4-opus-thinking","26,718","Included"
"Jun 29, 10:02 PM","You","ultra","Yes","claude-4-opus-thinking","24,207","Included"
"Jun 29, 10:02 PM","You","ultra","Yes","claude-4-opus-thinking","87,418","Included"
"Jun 29, 10:02 PM","You","ultra","Yes","claude-4-opus-thinking","84,631","Included"
"Jun 29, 10:02 PM","You","ultra","Yes","claude-4-opus-thinking","23,139","Included"
"Jun 29, 10:02 PM","You","ultra","Yes","claude-4-opus-thinking","82,761","Included"
"Jun 29, 10:01 PM","You","ultra","Yes","claude-4-opus-thinking","82,445","Included"
"Jun 29, 10:01 PM","You","ultra","Yes","claude-4-opus-thinking","82,175","Included"
"Jun 29, 10:01 PM","You","ultra","Yes","claude-4-opus-thinking","80,077","Included"
"Jun 29, 10:01 PM","You","ultra","Yes","claude-4-opus-thinking","79,884","Included"
"Jun 29, 10:01 PM","You","ultra","Yes","claude-4-opus-thinking","114,700","Included"
"Jun 29, 10:01 PM","You","ultra","Yes","claude-4-opus-thinking","78,270","Included"
"Jun 29, 10:01 PM","You","ultra","Yes","claude-4-opus-thinking","103,436","Included"
"Jun 29, 10:00 PM","You","ultra","Yes","claude-4-opus-thinking","77,954","Included"
"Jun 29, 10:00 PM","You","ultra","Yes","claude-4-opus-thinking","77,666","Included"
"Jun 29, 10:00 PM","You","ultra","Yes","claude-4-opus-thinking","74,010","Included"
"Jun 29, 10:00 PM","You","ultra","Yes","claude-4-opus-thinking","73,695","Included"
"Jun 29, 10:00 PM","You","ultra","Yes","claude-4-opus-thinking","72,772","Included"
"Jun 29, 10:00 PM","You","ultra","Yes","claude-4-opus-thinking","71,944","Included"
"Jun 29, 09:59 PM","You","ultra","Yes","claude-4-opus-thinking","70,314","Included"
"Jun 29, 09:59 PM","You","Errored, Not Charged","Yes","claude-4-opus-thinking","69,695","Included"
"Jun 29, 09:59 PM","You","ultra","Yes","claude-4-opus-thinking","69,498","Included"
"Jun 29, 09:59 PM","You","ultra","Yes","claude-4-opus-thinking","68,105","Included"
"Jun 29, 09:58 PM","You","ultra","Yes","claude-4-opus-thinking","67,160","Included"
"Jun 29, 09:58 PM","You","ultra","Yes","claude-4-opus-thinking","62,852","Included"
"Jun 29, 09:58 PM","You","ultra","Yes","claude-4-opus-thinking","61,892","Included"
